orig_entrada_saida,orig_data,orig_movimentacao,orig_produto,orig_instituicao,orig_quantidade,orig_preco_unitario,orig_valor_operacao,entrada_saida,data_iso,movimentacao_limpa,produto_limpo,instituicao_limpa,quantidade_numerica,preco_unitario_numerico,tipo_evento_normalizado,operacao_normalizada,ativo_ticker,ativo_nome_limpo,instituicao_normalizada,valor_total_numerico,auditoria_valor_original,categoria_evento,impacto_caixa,impacto_posicao,impacto_custo_medio,necessidade_revisao_manual,inconsistencia_qtd_preco_valor,motivo_revisao
Credito,02/03/2026,Dividendo,BBSE3 - BB SEGURIDADE PARTICIPACOES S.A.,BANCO BTG PACTUAL S/A,2,2.55,5.09,CREDITO,2026-03-02,Dividendo,BBSE3 - BB SEGURIDADE PARTICIPACOES S.A.,BANCO BTG PACTUAL S.A.,2,2.55,PROVENTO,DIVIDENDO,BBSE3,BB SEGURIDADE PARTICIPACOES S.A.,BANCO BTG PACTUAL S.A.,5.09,"{""entrada_saida"":""Credito"",""data"":""02/03/2026"",""movimentacao"":""Dividendo"",""produto"":""BBSE3 - BB SEGURIDADE PARTICIPACOES S.A."",""instituicao"":""BANCO BTG PACTUAL S/A"",""quantidade"":""2"",""preco_unitario"":""2.55"",""valor_operacao"":""5.09""}",dividendo,aumenta,sem alteração,não altera,não,não,
Credito,02/03/2026,Rendimento,BBSE3 - BB SEGURIDADE PARTICIPACOES S.A.,BANCO BTG PACTUAL S/A,2,0.057,0.09,CREDITO,2026-03-02,Rendimento,BBSE3 - BB SEGURIDADE PARTICIPACOES S.A.,BANCO BTG PACTUAL S.A.,2,0.057,PROVENTO,RENDIMENTO,BBSE3,BB SEGURIDADE PARTICIPACOES S.A.,BANCO BTG PACTUAL S.A.,0.09,"{""entrada_saida"":""Credito"",""data"":""02/03/2026"",""movimentacao"":""Rendimento"",""produto"":""BBSE3 - BB SEGURIDADE PARTICIPACOES S.A."",""instituicao"":""BANCO BTG PACTUAL S/A"",""quantidade"":""2"",""preco_unitario"":""0.057"",""valor_operacao"":""0.09""}",rendimento,aumenta,sem alteração,não altera,sim,sim,inconsistencia_qtd_preco_valor
Credito,02/03/2026,Juros Sobre Capital Próprio,ITUB4 - ITAU UNIBANCO HOLDING S.A,BANCO BTG PACTUAL S/A,1,0.018,0.01,CREDITO,2026-03-02,Juros Sobre Capital Próprio,ITUB4 - ITAU UNIBANCO HOLDING S.A,BANCO BTG PACTUAL S.A.,1,0.018,PROVENTO,JCP,ITUB4,ITAU UNIBANCO HOLDING S.A,BANCO BTG PACTUAL S.A.,0.01,"{""entrada_saida"":""Credito"",""data"":""02/03/2026"",""movimentacao"":""Juros Sobre Capital Próprio"",""produto"":""ITUB4 - ITAU UNIBANCO HOLDING S.A"",""instituicao"":""BANCO BTG PACTUAL S/A"",""quantidade"":""1"",""preco_unitario"":""0.018"",""valor_operacao"":""0.01""}",juros sobre capital próprio,aumenta,sem alteração,não altera,não,não,
Credito,02/03/2026,Atualização,PETR4 - PETROLEO BRASILEIRO S/A PETROBRAS,BANCO BTG PACTUAL S/A,2, - , - ,CREDITO,2026-03-02,Atualização,PETR4 - PETROLEO BRASILEIRO S.A. PETROBRAS,BANCO BTG PACTUAL S.A.,2,REVISAR,RENDA_FIXA,ATUALIZACAO,PETR4,PETROLEO BRASILEIRO S.A. PETROBRAS,BANCO BTG PACTUAL S.A.,REVISAR,"{""entrada_saida"":""Credito"",""data"":""02/03/2026"",""movimentacao"":""Atualização"",""produto"":""PETR4 - PETROLEO BRASILEIRO S/A PETROBRAS"",""instituicao"":""BANCO BTG PACTUAL S/A"",""quantidade"":""2"",""preco_unitario"":"" - "",""valor_operacao"":"" - ""}",atualização,depende da liquidação,sem alteração,pode alterar base contábil,sim,não,dados_numericos_insuficientes|impacto_mapeado_como_revisao
Credito,02/03/2026,Atualização,PRIO3 - PRIO S.A.,BANCO BTG PACTUAL S/A,1, - , - ,CREDITO,2026-03-02,Atualização,PRIO3 - PRIO S.A.,BANCO BTG PACTUAL S.A.,1,REVISAR,RENDA_FIXA,ATUALIZACAO,PRIO3,PRIO S.A.,BANCO BTG PACTUAL S.A.,REVISAR,"{""entrada_saida"":""Credito"",""data"":""02/03/2026"",""movimentacao"":""Atualização"",""produto"":""PRIO3 - PRIO S.A."",""instituicao"":""BANCO BTG PACTUAL S/A"",""quantidade"":""1"",""preco_unitario"":"" - "",""valor_operacao"":"" - ""}",atualização,depende da liquidação,sem alteração,pode alterar base contábil,sim,não,dados_numericos_insuficientes|impacto_mapeado_como_revisao
Credito,27/02/2026,Rendimento,BCIA11 - BRADESCO CARTEIRA IMOBILIARIA ATIVA FUNDO DE FUNDOS DE INVESTIMENTO IMOBILIARIO FII,NU INVEST CORRETORA DE VALORES S.A.,4,0.86,3.44,CREDITO,2026-02-27,Rendimento,BCIA11 - BRADESCO CARTEIRA IMOBILIARIA ATIVA FUNDO DE FUNDOS DE INVESTIMENTO IMOBILIARIO FII,NU INVEST CORRETORA DE VALORES S.A.,4,0.86,PROVENTO,RENDIMENTO,BCIA11,BRADESCO CARTEIRA IMOBILIARIA ATIVA FUNDO DE FUNDOS DE INVESTIMENTO IMOBILIARIO FII,NU INVEST CORRETORA DE VALORES S.A.,3.44,"{""entrada_saida"":""Credito"",""data"":""27/02/2026"",""movimentacao"":""Rendimento"",""produto"":""BCIA11 - BRADESCO CARTEIRA IMOBILIARIA ATIVA FUNDO DE FUNDOS DE INVESTIMENTO IMOBILIARIO FII"",""instituicao"":""NU INVEST CORRETORA DE VALORES S.A."",""quantidade"":""4"",""preco_unitario"":""0.86"",""valor_operacao"":""3.44""}",rendimento,aumenta,sem alteração,não altera,não,não,
Credito,25/02/2026,Leilão de Fração,ITSA4 - ITAUSA S/A,BANCO BTG PACTUAL S/A,0.1,14.658,1.46,CREDITO,2026-02-25,Leilão de Fração,ITSA4 - ITAUSA S.A.,BANCO BTG PACTUAL S.A.,0.1,14.658,EVENTO_CORPORATIVO,FRACAO_LEILAO,ITSA4,ITAUSA S.A.,BANCO BTG PACTUAL S.A.,1.46,"{""entrada_saida"":""Credito"",""data"":""25/02/2026"",""movimentacao"":""Leilão de Fração"",""produto"":""ITSA4 - ITAUSA S/A"",""instituicao"":""BANCO BTG PACTUAL S/A"",""quantidade"":""0.1"",""preco_unitario"":""14.658"",""valor_operacao"":""1.46""}",fração em ativos,pode aumentar,ajuste de fração,pode alterar,sim,não,impacto_mapeado_como_revisao
Credito,25/02/2026,Rendimento,RBRX11 - RBR PLUS MULTIESTRATÉGIA REAL ESTATE FII,NU INVEST CORRETORA DE VALORES S.A.,49,0.09,4.41,CREDITO,2026-02-25,Rendimento,RBRX11 - RBR PLUS MULTIESTRATÉGIA REAL ESTATE FII,NU INVEST CORRETORA DE VALORES S.A.,49,0.09,PROVENTO,RENDIMENTO,RBRX11,RBR PLUS MULTIESTRATÉGIA REAL ESTATE FII,NU INVEST CORRETORA DE VALORES S.A.,4.41,"{""entrada_saida"":""Credito"",""data"":""25/02/2026"",""movimentacao"":""Rendimento"",""produto"":""RBRX11 - RBR PLUS MULTIESTRATÉGIA REAL ESTATE FII"",""instituicao"":""NU INVEST CORRETORA DE VALORES S.A."",""quantidade"":""49"",""preco_unitario"":""0.09"",""valor_operacao"":""4.41""}",rendimento,aumenta,sem alteração,não altera,não,não,
Credito,25/02/2026,Rendimento,SNAG11 - SUNO AGRO - FIAGRO-IMOBILIARIO,NU INVEST CORRETORA DE VALORES S.A.,40,0.2,8,CREDITO,2026-02-25,Rendimento,SNAG11 - SUNO AGRO - FIAGRO-IMOBILIARIO,NU INVEST CORRETORA DE VALORES S.A.,40,0.2,PROVENTO,RENDIMENTO,SNAG11,SUNO AGRO - FIAGRO-IMOBILIARIO,NU INVEST CORRETORA DE VALORES S.A.,8,"{""entrada_saida"":""Credito"",""data"":""25/02/2026"",""movimentacao"":""Rendimento"",""produto"":""SNAG11 - SUNO AGRO - FIAGRO-IMOBILIARIO"",""instituicao"":""NU INVEST CORRETORA DE VALORES S.A."",""quantidade"":""40"",""preco_unitario"":""0.2"",""valor_operacao"":""8""}",rendimento,aumenta,sem alteração,não altera,não,não,
Credito,24/02/2026,Rendimento,RZAK11 - RIZA AKIN FDO. INV. IMOB. FII,BANCO BTG PACTUAL S/A,1,1.1,1.1,CREDITO,2026-02-24,Rendimento,RZAK11 - RIZA AKIN FDO. INV. IMOB. FII,BANCO BTG PACTUAL S.A.,1,1.1,PROVENTO,RENDIMENTO,RZAK11,RIZA AKIN FDO. INV. IMOB. FII,BANCO BTG PACTUAL S.A.,1.1,"{""entrada_saida"":""Credito"",""data"":""24/02/2026"",""movimentacao"":""Rendimento"",""produto"":""RZAK11 - RIZA AKIN FDO. INV. IMOB. FII"",""instituicao"":""BANCO BTG PACTUAL S/A"",""quantidade"":""1"",""preco_unitario"":""1.1"",""valor_operacao"":""1.1""}",rendimento,aumenta,sem alteração,não altera,não,não,
Credito,24/02/2026,Rendimento,RZAK11 - RIZA AKIN FDO. INV. IMOB. FII,NU INVEST CORRETORA DE VALORES S.A.,5,1.1,5.5,CREDITO,2026-02-24,Rendimento,RZAK11 - RIZA AKIN FDO. INV. IMOB. FII,NU INVEST CORRETORA DE VALORES S.A.,5,1.1,PROVENTO,RENDIMENTO,RZAK11,RIZA AKIN FDO. INV. IMOB. FII,NU INVEST CORRETORA DE VALORES S.A.,5.5,"{""entrada_saida"":""Credito"",""data"":""24/02/2026"",""movimentacao"":""Rendimento"",""produto"":""RZAK11 - RIZA AKIN FDO. INV. IMOB. FII"",""instituicao"":""NU INVEST CORRETORA DE VALORES S.A."",""quantidade"":""5"",""preco_unitario"":""1.1"",""valor_operacao"":""5.5""}",rendimento,aumenta,sem alteração,não altera,não,não,
Credito,20/02/2026,Rendimento,CPTS11 - CAPITANIA SECURITIES II FUNDO DE INVESTIMENTO IMOBILIARIO RESPONSABILIDADE LIMITADA,BANCO BTG PACTUAL S/A,10,0.09,0.9,CREDITO,2026-02-20,Rendimento,CPTS11 - CAPITANIA SECURITIES II FUNDO DE INVESTIMENTO IMOBILIARIO RESPONSABILIDADE LIMITADA,BANCO BTG PACTUAL S.A.,10,0.09,PROVENTO,RENDIMENTO,CPTS11,CAPITANIA SECURITIES II FUNDO DE INVESTIMENTO IMOBILIARIO RESPONSABILIDADE LIMITADA,BANCO BTG PACTUAL S.A.,0.9,"{""entrada_saida"":""Credito"",""data"":""20/02/2026"",""movimentacao"":""Rendimento"",""produto"":""CPTS11 - CAPITANIA SECURITIES II FUNDO DE INVESTIMENTO IMOBILIARIO RESPONSABILIDADE LIMITADA"",""instituicao"":""BANCO BTG PACTUAL S/A"",""quantidade"":""10"",""preco_unitario"":""0.09"",""valor_operacao"":""0.9""}",rendimento,aumenta,sem alteração,não altera,não,não,
Credito,20/02/2026,Rendimento,CPTS11 - CAPITANIA SECURITIES II FUNDO DE INVESTIMENTO IMOBILIARIO RESPONSABILIDADE LIMITADA,NU INVEST CORRETORA DE VALORES S.A.,274,0.09,24.66,CREDITO,2026-02-20,Rendimento,CPTS11 - CAPITANIA SECURITIES II FUNDO DE INVESTIMENTO IMOBILIARIO RESPONSABILIDADE LIMITADA,NU INVEST CORRETORA DE VALORES S.A.,274,0.09,PROVENTO,RENDIMENTO,CPTS11,CAPITANIA SECURITIES II FUNDO DE INVESTIMENTO IMOBILIARIO RESPONSABILIDADE LIMITADA,NU INVEST CORRETORA DE VALORES S.A.,24.66,"{""entrada_saida"":""Credito"",""data"":""20/02/2026"",""movimentacao"":""Rendimento"",""produto"":""CPTS11 - CAPITANIA SECURITIES II FUNDO DE INVESTIMENTO IMOBILIARIO RESPONSABILIDADE LIMITADA"",""instituicao"":""NU INVEST CORRETORA DE VALORES S.A."",""quantidade"":""274"",""preco_unitario"":""0.09"",""valor_operacao"":""24.66""}",rendimento,aumenta,sem alteração,não altera,não,não,
Credito,20/02/2026,Rendimento,PETR4 - PETROLEO BRASILEIRO S/A PETROBRAS,BANCO BTG PACTUAL S/A,2,0.009,0.01,CREDITO,2026-02-20,Rendimento,PETR4 - PETROLEO BRASILEIRO S.A. PETROBRAS,BANCO BTG PACTUAL S.A.,2,0.009,PROVENTO,RENDIMENTO,PETR4,PETROLEO BRASILEIRO S.A. PETROBRAS,BANCO BTG PACTUAL S.A.,0.01,"{""entrada_saida"":""Credito"",""data"":""20/02/2026"",""movimentacao"":""Rendimento"",""produto"":""PETR4 - PETROLEO BRASILEIRO S/A PETROBRAS"",""instituicao"":""BANCO BTG PACTUAL S/A"",""quantidade"":""2"",""preco_unitario"":""0.009"",""valor_operacao"":""0.01""}",rendimento,aumenta,sem alteração,não altera,não,não,
Credito,20/02/2026,Juros Sobre Capital Próprio,PETR4 - PETROLEO BRASILEIRO S/A PETROBRAS,BANCO BTG PACTUAL S/A,2,0.472,0.8,CREDITO,2026-02-20,Juros Sobre Capital Próprio,PETR4 - PETROLEO BRASILEIRO S.A. PETROBRAS,BANCO BTG PACTUAL S.A.,2,0.472,PROVENTO,JCP,PETR4,PETROLEO BRASILEIRO S.A. PETROBRAS,BANCO BTG PACTUAL S.A.,0.8,"{""entrada_saida"":""Credito"",""data"":""20/02/2026"",""movimentacao"":""Juros Sobre Capital Próprio"",""produto"":""PETR4 - PETROLEO BRASILEIRO S/A PETROBRAS"",""instituicao"":""BANCO BTG PACTUAL S/A"",""quantidade"":""2"",""preco_unitario"":""0.472"",""valor_operacao"":""0.8""}",juros sobre capital próprio,aumenta,sem alteração,não altera,sim,sim,inconsistencia_qtd_preco_valor
Credito,19/02/2026,Rendimento,CXAG11 - FUNDO DE INVESTIMENTO IMOBILIÁRIO CAIXA AGÊNCIAS,BANCO BTG PACTUAL S/A,1,0.72,0.72,CREDITO,2026-02-19,Rendimento,CXAG11 - FUNDO DE INVESTIMENTO IMOBILIÁRIO CAIXA AGÊNCIAS,BANCO BTG PACTUAL S.A.,1,0.72,PROVENTO,RENDIMENTO,CXAG11,FUNDO DE INVESTIMENTO IMOBILIÁRIO CAIXA AGÊNCIAS,BANCO BTG PACTUAL S.A.,0.72,"{""entrada_saida"":""Credito"",""data"":""19/02/2026"",""movimentacao"":""Rendimento"",""produto"":""CXAG11 - FUNDO DE INVESTIMENTO IMOBILIÁRIO CAIXA AGÊNCIAS"",""instituicao"":""BANCO BTG PACTUAL S/A"",""quantidade"":""1"",""preco_unitario"":""0.72"",""valor_operacao"":""0.72""}",rendimento,aumenta,sem alteração,não altera,não,não,
Credito,19/02/2026,Atualização,VALE3 - VALE S.A.,GENIAL INSTITUCIONAL CCTVM S/A,3, - , - ,CREDITO,2026-02-19,Atualização,VALE3 - VALE S.A.,GENIAL INSTITUCIONAL CCTVM S.A.,3,REVISAR,RENDA_FIXA,ATUALIZACAO,VALE3,VALE S.A.,GENIAL INSTITUCIONAL CCTVM S.A.,REVISAR,"{""entrada_saida"":""Credito"",""data"":""19/02/2026"",""movimentacao"":""Atualização"",""produto"":""VALE3 - VALE S.A."",""instituicao"":""GENIAL INSTITUCIONAL CCTVM S/A"",""quantidade"":""3"",""preco_unitario"":"" - "",""valor_operacao"":"" - ""}",atualização,depende da liquidação,sem alteração,pode alterar base contábil,sim,não,dados_numericos_insuficientes|impacto_mapeado_como_revisao
Credito,18/02/2026,Rendimento,CCME11 - CANUMA CAPITAL MULTIESTRATÉGIA FDO DE INV IMOB,BANCO BTG PACTUAL S/A,6,0.084,0.5,CREDITO,2026-02-18,Rendimento,CCME11 - CANUMA CAPITAL MULTIESTRATÉGIA FDO DE INV IMOB,BANCO BTG PACTUAL S.A.,6,0.084,PROVENTO,RENDIMENTO,CCME11,CANUMA CAPITAL MULTIESTRATÉGIA FDO DE INV IMOB,BANCO BTG PACTUAL S.A.,0.5,"{""entrada_saida"":""Credito"",""data"":""18/02/2026"",""movimentacao"":""Rendimento"",""produto"":""CCME11 - CANUMA CAPITAL MULTIESTRATÉGIA FDO DE INV IMOB"",""instituicao"":""BANCO BTG PACTUAL S/A"",""quantidade"":""6"",""preco_unitario"":""0.084"",""valor_operacao"":""0.5""}",rendimento,aumenta,sem alteração,não altera,não,não,
Credito,13/02/2026,Rendimento,BBGO11 - BB FUNDO DE INVESTIMENTO DE CREDITO FIAGRO IMOBILIARIO RESPONSABILIDADE LIMITADA,NU INVEST CORRETORA DE VALORES S.A.,5,0.96,4.8,CREDITO,2026-02-13,Rendimento,BBGO11 - BB FUNDO DE INVESTIMENTO DE CREDITO FIAGRO IMOBILIARIO RESPONSABILIDADE LIMITADA,NU INVEST CORRETORA DE VALORES S.A.,5,0.96,PROVENTO,RENDIMENTO,BBGO11,BB FUNDO DE INVESTIMENTO DE CREDITO FIAGRO IMOBILIARIO RESPONSABILIDADE LIMITADA,NU INVEST CORRETORA DE VALORES S.A.,4.8,"{""entrada_saida"":""Credito"",""data"":""13/02/2026"",""movimentacao"":""Rendimento"",""produto"":""BBGO11 - BB FUNDO DE INVESTIMENTO DE CREDITO FIAGRO IMOBILIARIO RESPONSABILIDADE LIMITADA"",""instituicao"":""NU INVEST CORRETORA DE VALORES S.A."",""quantidade"":""5"",""preco_unitario"":""0.96"",""valor_operacao"":""4.8""}",rendimento,aumenta,sem alteração,não altera,não,não,
Credito,13/02/2026,Juros Sobre Capital Próprio,BPAC11 - BANCO BTG PACTUAL S/A,BANCO BTG PACTUAL S/A,1,0.495,0.42,CREDITO,2026-02-13,Juros Sobre Capital Próprio,BPAC11 - BANCO BTG PACTUAL S.A.,BANCO BTG PACTUAL S.A.,1,0.495,PROVENTO,JCP,BPAC11,BANCO BTG PACTUAL S.A.,BANCO BTG PACTUAL S.A.,0.42,"{""entrada_saida"":""Credito"",""data"":""13/02/2026"",""movimentacao"":""Juros Sobre Capital Próprio"",""produto"":""BPAC11 - BANCO BTG PACTUAL S/A"",""instituicao"":""BANCO BTG PACTUAL S/A"",""quantidade"":""1"",""preco_unitario"":""0.495"",""valor_operacao"":""0.42""}",juros sobre capital próprio,aumenta,sem alteração,não altera,sim,sim,inconsistencia_qtd_preco_valor
Credito,13/02/2026,Juros Sobre Capital Próprio,BPAC11 - BANCO BTG PACTUAL S/A,BANCO BTG PACTUAL S/A,1,0.148,0.12,CREDITO,2026-02-13,Juros Sobre Capital Próprio,BPAC11 - BANCO BTG PACTUAL S.A.,BANCO BTG PACTUAL S.A.,1,0.148,PROVENTO,JCP,BPAC11,BANCO BTG PACTUAL S.A.,BANCO BTG PACTUAL S.A.,0.12,"{""entrada_saida"":""Credito"",""data"":""13/02/2026"",""movimentacao"":""Juros Sobre Capital Próprio"",""produto"":""BPAC11 - BANCO BTG PACTUAL S/A"",""instituicao"":""BANCO BTG PACTUAL S/A"",""quantidade"":""1"",""preco_unitario"":""0.148"",""valor_operacao"":""0.12""}",juros sobre capital próprio,aumenta,sem alteração,não altera,sim,sim,inconsistencia_qtd_preco_valor
Credito,13/02/2026,Rendimento,BRCR11 - FDO INV IMOB - FII BTG PACTUAL CORP. OFFICE FUND,BANCO BTG PACTUAL S/A,1,0.41,0.41,CREDITO,2026-02-13,Rendimento,BRCR11 - FDO INV IMOB - FII BTG PACTUAL CORP. OFFICE FUND,BANCO BTG PACTUAL S.A.,1,0.41,PROVENTO,RENDIMENTO,BRCR11,FDO INV IMOB - FII BTG PACTUAL CORP. OFFICE FUND,BANCO BTG PACTUAL S.A.,0.41,"{""entrada_saida"":""Credito"",""data"":""13/02/2026"",""movimentacao"":""Rendimento"",""produto"":""BRCR11 - FDO INV IMOB - FII BTG PACTUAL CORP. OFFICE FUND"",""instituicao"":""BANCO BTG PACTUAL S/A"",""quantidade"":""1"",""preco_unitario"":""0.41"",""valor_operacao"":""0.41""}",rendimento,aumenta,sem alteração,não altera,não,não,
Credito,13/02/2026,Rendimento,HGBS11 - HEDGE BRASIL SHOPPING FDO INV IMOB,BANCO BTG PACTUAL S/A,3,0.16,0.48,CREDITO,2026-02-13,Rendimento,HGBS11 - HEDGE BRASIL SHOPPING FDO INV IMOB,BANCO BTG PACTUAL S.A.,3,0.16,PROVENTO,RENDIMENTO,HGBS11,HEDGE BRASIL SHOPPING FDO INV IMOB,BANCO BTG PACTUAL S.A.,0.48,"{""entrada_saida"":""Credito"",""data"":""13/02/2026"",""movimentacao"":""Rendimento"",""produto"":""HGBS11 - HEDGE BRASIL SHOPPING FDO INV IMOB"",""instituicao"":""BANCO BTG PACTUAL S/A"",""quantidade"":""3"",""preco_unitario"":""0.16"",""valor_operacao"":""0.48""}",rendimento,aumenta,sem alteração,não altera,não,não,
Credito,13/02/2026,Rendimento,HGBS11 - HEDGE BRASIL SHOPPING FDO INV IMOB,NU INVEST CORRETORA DE VALORES S.A.,58,0.16,9.28,CREDITO,2026-02-13,Rendimento,HGBS11 - HEDGE BRASIL SHOPPING FDO INV IMOB,NU INVEST CORRETORA DE VALORES S.A.,58,0.16,PROVENTO,RENDIMENTO,HGBS11,HEDGE BRASIL SHOPPING FDO INV IMOB,NU INVEST CORRETORA DE VALORES S.A.,9.28,"{""entrada_saida"":""Credito"",""data"":""13/02/2026"",""movimentacao"":""Rendimento"",""produto"":""HGBS11 - HEDGE BRASIL SHOPPING FDO INV IMOB"",""instituicao"":""NU INVEST CORRETORA DE VALORES S.A."",""quantidade"":""58"",""preco_unitario"":""0.16"",""valor_operacao"":""9.28""}",rendimento,aumenta,sem alteração,não altera,não,não,
Credito,13/02/2026,Rendimento,HGCR11 - PATRIA RECEBIVEIS IMOBILIARIOS - FIM- RESPONSABILIDADE LIMIT,NU INVEST CORRETORA DE VALORES S.A.,21,0.95,19.95,CREDITO,2026-02-13,Rendimento,HGCR11 - PATRIA RECEBIVEIS IMOBILIARIOS - FIM- RESPONSABILIDADE LIMIT,NU INVEST CORRETORA DE VALORES S.A.,21,0.95,PROVENTO,RENDIMENTO,HGCR11,PATRIA RECEBIVEIS IMOBILIARIOS - FIM- RESPONSABILIDADE LIMIT,NU INVEST CORRETORA DE VALORES S.A.,19.95,"{""entrada_saida"":""Credito"",""data"":""13/02/2026"",""movimentacao"":""Rendimento"",""produto"":""HGCR11 - PATRIA RECEBIVEIS IMOBILIARIOS - FIM- RESPONSABILIDADE LIMIT"",""instituicao"":""NU INVEST CORRETORA DE VALORES S.A."",""quantidade"":""21"",""preco_unitario"":""0.95"",""valor_operacao"":""19.95""}",rendimento,aumenta,sem alteração,não altera,não,não,
Credito,13/02/2026,Rendimento,JSRE11 - JS REAL ESTATE MULTIGESTÃO - FII,BANCO BTG PACTUAL S/A,1,0.48,0.48,CREDITO,2026-02-13,Rendimento,JSRE11 - JS REAL ESTATE MULTIGESTÃO - FII,BANCO BTG PACTUAL S.A.,1,0.48,PROVENTO,RENDIMENTO,JSRE11,JS REAL ESTATE MULTIGESTÃO - FII,BANCO BTG PACTUAL S.A.,0.48,"{""entrada_saida"":""Credito"",""data"":""13/02/2026"",""movimentacao"":""Rendimento"",""produto"":""JSRE11 - JS REAL ESTATE MULTIGESTÃO - FII"",""instituicao"":""BANCO BTG PACTUAL S/A"",""quantidade"":""1"",""preco_unitario"":""0.48"",""valor_operacao"":""0.48""}",rendimento,aumenta,sem alteração,não altera,não,não,
Credito,13/02/2026,Rendimento,JURO11 - SPARTA INFRA FIC FI INFRA RENDA FIXA CP,BANCO BTG PACTUAL S/A,1,1,1,CREDITO,2026-02-13,Rendimento,JURO11 - SPARTA INFRA FIC FI INFRA RENDA FIXA CP,BANCO BTG PACTUAL S.A.,1,1,PROVENTO,RENDIMENTO,JURO11,SPARTA INFRA FIC FI INFRA RENDA FIXA CP,BANCO BTG PACTUAL S.A.,1,"{""entrada_saida"":""Credito"",""data"":""13/02/2026"",""movimentacao"":""Rendimento"",""produto"":""JURO11 - SPARTA INFRA FIC FI INFRA RENDA FIXA CP"",""instituicao"":""BANCO BTG PACTUAL S/A"",""quantidade"":""1"",""preco_unitario"":""1"",""valor_operacao"":""1""}",rendimento,aumenta,sem alteração,não altera,não,não,
Credito,13/02/2026,Rendimento,MXRF11 - MAXI RENDA FDO INV IMOB - FII,BANCO BTG PACTUAL S/A,10,0.1,1,CREDITO,2026-02-13,Rendimento,MXRF11 - MAXI RENDA FDO INV IMOB - FII,BANCO BTG PACTUAL S.A.,10,0.1,PROVENTO,RENDIMENTO,MXRF11,MAXI RENDA FDO INV IMOB - FII,BANCO BTG PACTUAL S.A.,1,"{""entrada_saida"":""Credito"",""data"":""13/02/2026"",""movimentacao"":""Rendimento"",""produto"":""MXRF11 - MAXI RENDA FDO INV IMOB - FII"",""instituicao"":""BANCO BTG PACTUAL S/A"",""quantidade"":""10"",""preco_unitario"":""0.1"",""valor_operacao"":""1""}",rendimento,aumenta,sem alteração,não altera,não,não,
Credito,13/02/2026,Rendimento,MXRF11 - MAXI RENDA FDO INV IMOB - FII,NU INVEST CORRETORA DE VALORES S.A.,40,0.1,4,CREDITO,2026-02-13,Rendimento,MXRF11 - MAXI RENDA FDO INV IMOB - FII,NU INVEST CORRETORA DE VALORES S.A.,40,0.1,PROVENTO,RENDIMENTO,MXRF11,MAXI RENDA FDO INV IMOB - FII,NU INVEST CORRETORA DE VALORES S.A.,4,"{""entrada_saida"":""Credito"",""data"":""13/02/2026"",""movimentacao"":""Rendimento"",""produto"":""MXRF11 - MAXI RENDA FDO INV IMOB - FII"",""instituicao"":""NU INVEST CORRETORA DE VALORES S.A."",""quantidade"":""40"",""preco_unitario"":""0.1"",""valor_operacao"":""4""}",rendimento,aumenta,sem alteração,não altera,não,não,
Credito,13/02/2026,Rendimento,RZAG11 - FDO INV CADEIAS PROD AGRO RIZA AGRO FIAGRO IMOB,BANCO BTG PACTUAL S/A,6,0.12,0.72,CREDITO,2026-02-13,Rendimento,RZAG11 - FDO INV CADEIAS PROD AGRO RIZA AGRO FIAGRO IMOB,BANCO BTG PACTUAL S.A.,6,0.12,PROVENTO,RENDIMENTO,RZAG11,FDO INV CADEIAS PROD AGRO RIZA AGRO FIAGRO IMOB,BANCO BTG PACTUAL S.A.,0.72,"{""entrada_saida"":""Credito"",""data"":""13/02/2026"",""movimentacao"":""Rendimento"",""produto"":""RZAG11 - FDO INV CADEIAS PROD AGRO RIZA AGRO FIAGRO IMOB"",""instituicao"":""BANCO BTG PACTUAL S/A"",""quantidade"":""6"",""preco_unitario"":""0.12"",""valor_operacao"":""0.72""}",rendimento,aumenta,sem alteração,não altera,não,não,
Credito,13/02/2026,Rendimento,TEPP11 - TELLUS PROPERTIES - FDO INV. IMOB,BANCO BTG PACTUAL S/A,10,0.075,0.75,CREDITO,2026-02-13,Rendimento,TEPP11 - TELLUS PROPERTIES - FDO INV. IMOB,BANCO BTG PACTUAL S.A.,10,0.075,PROVENTO,RENDIMENTO,TEPP11,TELLUS PROPERTIES - FDO INV. IMOB,BANCO BTG PACTUAL S.A.,0.75,"{""entrada_saida"":""Credito"",""data"":""13/02/2026"",""movimentacao"":""Rendimento"",""produto"":""TEPP11 - TELLUS PROPERTIES - FDO INV. IMOB"",""instituicao"":""BANCO BTG PACTUAL S/A"",""quantidade"":""10"",""preco_unitario"":""0.075"",""valor_operacao"":""0.75""}",rendimento,aumenta,sem alteração,não altera,não,não,
