data_evento,categoria_evento,operacao,entrada_saida,ticker,ativo_nome,instituicao,quantidade,preco_unitario,valor_total,impacto_caixa,impacto_posicao,impacto_custo_medio,revisao_manual,inconsistencia_qtd_preco_valor,status_importacao,motivo_revisar,linha_origem,origem_data,origem_movimentacao,origem_produto,origem_instituicao,origem_quantidade,origem_preco_unitario,origem_valor_operacao,auditoria_valor_original
2026-03-30,direito de subscrição não exercido,SUBSCRICAO_NAO_EXERCIDA,DEBITO,SNAG12,SUNO AGRO - FIAGRO-IMOBILIARIO,NU INVEST CORRETORA DE VALORES S.A.,0,,,sem alteração,reduz direito,não altera,TRUE,FALSE,REVISAR,revisao_manual,149,30/03/2026,Direitos de Subscrição - Não Exercido,SNAG12 - SUNO AGRO - FIAGRO-IMOBILIARIO,NU INVEST CORRETORA DE VALORES S.A.,0,-,-,"{""entrada_saida"":""Debito"",""data"":""30/03/2026"",""movimentacao"":""Direitos de Subscrição - Não Exercido"",""produto"":""SNAG12 - SUNO AGRO - FIAGRO-IMOBILIARIO"",""instituicao"":""NU INVEST CORRETORA DE VALORES S.A."",""quantidade"":""0"",""preco_unitario"":"" - "",""valor_operacao"":"" - ""}"
2026-03-27,cessão de direitos,CESSAO_DIREITOS,CREDITO,SNAG12,SUNO AGRO - FIAGRO-IMOBILIARIO,NU INVEST CORRETORA DE VALORES S.A.,40,,,depende da operação,altera direitos,pode alterar,TRUE,FALSE,REVISAR,revisao_manual,151,27/03/2026,Cessão de Direitos,SNAG12 - SUNO AGRO - FIAGRO-IMOBILIARIO,NU INVEST CORRETORA DE VALORES S.A.,40,-,-,"{""entrada_saida"":""Credito"",""data"":""27/03/2026"",""movimentacao"":""Cessão de Direitos"",""produto"":""SNAG12 - SUNO AGRO - FIAGRO-IMOBILIARIO"",""instituicao"":""NU INVEST CORRETORA DE VALORES S.A."",""quantidade"":""40"",""preco_unitario"":"" - "",""valor_operacao"":"" - ""}"
2026-03-27,cessão de direitos,CESSAO_DIREITOS_SOLICITADA,DEBITO,SNAG12,SUNO AGRO - FIAGRO-IMOBILIARIO,NU INVEST CORRETORA DE VALORES S.A.,40,,,depende da operação,altera direitos,pode alterar,TRUE,FALSE,REVISAR,revisao_manual,152,27/03/2026,Cessão de Direitos - Solicitada,SNAG12 - SUNO AGRO - FIAGRO-IMOBILIARIO,NU INVEST CORRETORA DE VALORES S.A.,40,-,-,"{""entrada_saida"":""Debito"",""data"":""27/03/2026"",""movimentacao"":""Cessão de Direitos - Solicitada"",""produto"":""SNAG12 - SUNO AGRO - FIAGRO-IMOBILIARIO"",""instituicao"":""NU INVEST CORRETORA DE VALORES S.A."",""quantidade"":""40"",""preco_unitario"":"" - "",""valor_operacao"":"" - ""}"
2026-03-25,direito de subscrição não exercido,SUBSCRICAO_NAO_EXERCIDA,DEBITO,HGBS12,HEDGE BRASIL SHOPPING FDO INV IMOB,BANCO BTG PACTUAL S.A.,0,,,sem alteração,reduz direito,não altera,TRUE,FALSE,REVISAR,revisao_manual,153,25/03/2026,Direitos de Subscrição - Não Exercido,HGBS12 - HEDGE BRASIL SHOPPING FDO INV IMOB,BANCO BTG PACTUAL S/A,0,-,-,"{""entrada_saida"":""Debito"",""data"":""25/03/2026"",""movimentacao"":""Direitos de Subscrição - Não Exercido"",""produto"":""HGBS12 - HEDGE BRASIL SHOPPING FDO INV IMOB"",""instituicao"":""BANCO BTG PACTUAL S/A"",""quantidade"":""0"",""preco_unitario"":"" - "",""valor_operacao"":"" - ""}"
2026-03-25,direito de subscrição não exercido,SUBSCRICAO_NAO_EXERCIDA,DEBITO,HGBS12,HEDGE BRASIL SHOPPING FDO INV IMOB,NU INVEST CORRETORA DE VALORES S.A.,0,,,sem alteração,reduz direito,não altera,TRUE,FALSE,REVISAR,revisao_manual,154,25/03/2026,Direitos de Subscrição - Não Exercido,HGBS12 - HEDGE BRASIL SHOPPING FDO INV IMOB,NU INVEST CORRETORA DE VALORES S.A.,0,-,-,"{""entrada_saida"":""Debito"",""data"":""25/03/2026"",""movimentacao"":""Direitos de Subscrição - Não Exercido"",""produto"":""HGBS12 - HEDGE BRASIL SHOPPING FDO INV IMOB"",""instituicao"":""NU INVEST CORRETORA DE VALORES S.A."",""quantidade"":""0"",""preco_unitario"":"" - "",""valor_operacao"":"" - ""}"
2026-03-25,atualização,ATUALIZACAO,CREDITO,PETR4,PETROLEO BRASILEIRO S.A. PETROBRAS,BANCO BTG PACTUAL S.A.,2,,,depende da liquidação,sem alteração,pode alterar base contábil,TRUE,FALSE,REVISAR,revisao_manual,155,25/03/2026,Atualização,PETR4 - PETROLEO BRASILEIRO S/A PETROBRAS,BANCO BTG PACTUAL S/A,2,-,-,"{""entrada_saida"":""Credito"",""data"":""25/03/2026"",""movimentacao"":""Atualização"",""produto"":""PETR4 - PETROLEO BRASILEIRO S/A PETROBRAS"",""instituicao"":""BANCO BTG PACTUAL S/A"",""quantidade"":""2"",""preco_unitario"":"" - "",""valor_operacao"":"" - ""}"
2026-03-24,cessão de direitos,CESSAO_DIREITOS_SOLICITADA,DEBITO,HGBS12,HEDGE BRASIL SHOPPING FDO INV IMOB,NU INVEST CORRETORA DE VALORES S.A.,14,,,depende da operação,altera direitos,pode alterar,TRUE,FALSE,REVISAR,revisao_manual,157,24/03/2026,Cessão de Direitos - Solicitada,HGBS12 - HEDGE BRASIL SHOPPING FDO INV IMOB,NU INVEST CORRETORA DE VALORES S.A.,14,-,-,"{""entrada_saida"":""Debito"",""data"":""24/03/2026"",""movimentacao"":""Cessão de Direitos - Solicitada"",""produto"":""HGBS12 - HEDGE BRASIL SHOPPING FDO INV IMOB"",""instituicao"":""NU INVEST CORRETORA DE VALORES S.A."",""quantidade"":""14"",""preco_unitario"":"" - "",""valor_operacao"":"" - ""}"
2026-03-24,cessão de direitos,CESSAO_DIREITOS,CREDITO,HGBS12,HEDGE BRASIL SHOPPING FDO INV IMOB,NU INVEST CORRETORA DE VALORES S.A.,14,,,depende da operação,altera direitos,pode alterar,TRUE,FALSE,REVISAR,revisao_manual,158,24/03/2026,Cessão de Direitos,HGBS12 - HEDGE BRASIL SHOPPING FDO INV IMOB,NU INVEST CORRETORA DE VALORES S.A.,14,-,-,"{""entrada_saida"":""Credito"",""data"":""24/03/2026"",""movimentacao"":""Cessão de Direitos"",""produto"":""HGBS12 - HEDGE BRASIL SHOPPING FDO INV IMOB"",""instituicao"":""NU INVEST CORRETORA DE VALORES S.A."",""quantidade"":""14"",""preco_unitario"":"" - "",""valor_operacao"":"" - ""}"
2026-03-20,juros sobre capital próprio,JCP,CREDITO,PETR4,PETROLEO BRASILEIRO S.A. PETROBRAS,BANCO BTG PACTUAL S.A.,2,0.175,0.3,aumenta,sem alteração,não altera,TRUE,TRUE,REVISAR,revisao_manual;inconsistencia_qtd_preco_valor,161,20/03/2026,Juros Sobre Capital Próprio,PETR4 - PETROLEO BRASILEIRO S/A PETROBRAS,BANCO BTG PACTUAL S/A,2,0.175,0.3,"{""entrada_saida"":""Credito"",""data"":""20/03/2026"",""movimentacao"":""Juros Sobre Capital Próprio"",""produto"":""PETR4 - PETROLEO BRASILEIRO S/A PETROBRAS"",""instituicao"":""BANCO BTG PACTUAL S/A"",""quantidade"":""2"",""preco_unitario"":""0.175"",""valor_operacao"":""0.3""}"
2026-03-19,atualização,ATUALIZACAO,CREDITO,EMBJ3,EMBRAER S.A.,BANCO BTG PACTUAL S.A.,1,,,depende da liquidação,sem alteração,pode alterar base contábil,TRUE,FALSE,REVISAR,revisao_manual,166,19/03/2026,Atualização,EMBJ3 - EMBRAER S.A.,BANCO BTG PACTUAL S/A,1,-,-,"{""entrada_saida"":""Credito"",""data"":""19/03/2026"",""movimentacao"":""Atualização"",""produto"":""EMBJ3 - EMBRAER S.A."",""instituicao"":""BANCO BTG PACTUAL S/A"",""quantidade"":""1"",""preco_unitario"":"" - "",""valor_operacao"":"" - ""}"
2026-03-12,subscrição,SUBSCRICAO_DIREITO,CREDITO,HGBS12,HEDGE BRASIL SHOPPING FDO INV IMOB,BANCO BTG PACTUAL S.A.,0,,,reduz em exercício,aumenta se exercida,altera,TRUE,FALSE,REVISAR,revisao_manual,190,12/03/2026,Direito de Subscrição,HGBS12 - HEDGE BRASIL SHOPPING FDO INV IMOB,BANCO BTG PACTUAL S/A,0,-,-,"{""entrada_saida"":""Credito"",""data"":""12/03/2026"",""movimentacao"":""Direito de Subscrição"",""produto"":""HGBS12 - HEDGE BRASIL SHOPPING FDO INV IMOB"",""instituicao"":""BANCO BTG PACTUAL S/A"",""quantidade"":""0"",""preco_unitario"":"" - "",""valor_operacao"":"" - ""}"
2026-03-12,subscrição,SUBSCRICAO_DIREITO,CREDITO,HGBS12,HEDGE BRASIL SHOPPING FDO INV IMOB,NU INVEST CORRETORA DE VALORES S.A.,14,,,reduz em exercício,aumenta se exercida,altera,TRUE,FALSE,REVISAR,revisao_manual,191,12/03/2026,Direito de Subscrição,HGBS12 - HEDGE BRASIL SHOPPING FDO INV IMOB,NU INVEST CORRETORA DE VALORES S.A.,14,-,-,"{""entrada_saida"":""Credito"",""data"":""12/03/2026"",""movimentacao"":""Direito de Subscrição"",""produto"":""HGBS12 - HEDGE BRASIL SHOPPING FDO INV IMOB"",""instituicao"":""NU INVEST CORRETORA DE VALORES S.A."",""quantidade"":""14"",""preco_unitario"":"" - "",""valor_operacao"":"" - ""}"
2026-03-11,juros sobre capital próprio,JCP,CREDITO,BBAS3,BANCO DO BRASIL S.A.,BANCO BTG PACTUAL S.A.,2,0.07,0.12,aumenta,sem alteração,não altera,TRUE,TRUE,REVISAR,revisao_manual;inconsistencia_qtd_preco_valor,197,11/03/2026,Juros Sobre Capital Próprio,BBAS3 - BANCO DO BRASIL S/A,BANCO BTG PACTUAL S/A,2,0.07,0.12,"{""entrada_saida"":""Credito"",""data"":""11/03/2026"",""movimentacao"":""Juros Sobre Capital Próprio"",""produto"":""BBAS3 - BANCO DO BRASIL S/A"",""instituicao"":""BANCO BTG PACTUAL S/A"",""quantidade"":""2"",""preco_unitario"":""0.07"",""valor_operacao"":""0.12""}"
2026-03-10,fração em ativos,FRACAO_LEILAO,CREDITO,ITUB4,ITAU UNIBANCO HOLDING S.A,BANCO BTG PACTUAL S.A.,0.03,48.13,1.44,pode aumentar,ajuste de fração,pode alterar,TRUE,FALSE,REVISAR,revisao_manual,198,10/03/2026,Leilão de Fração,ITUB4 - ITAU UNIBANCO HOLDING S.A,BANCO BTG PACTUAL S/A,0.03,48.13,1.44,"{""entrada_saida"":""Credito"",""data"":""10/03/2026"",""movimentacao"":""Leilão de Fração"",""produto"":""ITUB4 - ITAU UNIBANCO HOLDING S.A"",""instituicao"":""BANCO BTG PACTUAL S/A"",""quantidade"":""0.03"",""preco_unitario"":""48.13"",""valor_operacao"":""1.44""}"
2026-03-06,juros sobre capital próprio,JCP,CREDITO,ITUB4,ITAU UNIBANCO HOLDING S.A,BANCO BTG PACTUAL S.A.,1,0.37,0.31,aumenta,sem alteração,não altera,TRUE,TRUE,REVISAR,revisao_manual;inconsistencia_qtd_preco_valor,202,06/03/2026,Juros Sobre Capital Próprio,ITUB4 - ITAU UNIBANCO HOLDING S.A,BANCO BTG PACTUAL S/A,1,0.37,0.31,"{""entrada_saida"":""Credito"",""data"":""06/03/2026"",""movimentacao"":""Juros Sobre Capital Próprio"",""produto"":""ITUB4 - ITAU UNIBANCO HOLDING S.A"",""instituicao"":""BANCO BTG PACTUAL S/A"",""quantidade"":""1"",""preco_unitario"":""0.37"",""valor_operacao"":""0.31""}"
2026-03-05,juros sobre capital próprio,JCP,CREDITO,BBAS3,BANCO DO BRASIL S.A.,BANCO BTG PACTUAL S.A.,2,0.216,0.36,aumenta,sem alteração,não altera,TRUE,TRUE,REVISAR,revisao_manual;inconsistencia_qtd_preco_valor,203,05/03/2026,Juros Sobre Capital Próprio,BBAS3 - BANCO DO BRASIL S/A,BANCO BTG PACTUAL S/A,2,0.216,0.36,"{""entrada_saida"":""Credito"",""data"":""05/03/2026"",""movimentacao"":""Juros Sobre Capital Próprio"",""produto"":""BBAS3 - BANCO DO BRASIL S/A"",""instituicao"":""BANCO BTG PACTUAL S/A"",""quantidade"":""2"",""preco_unitario"":""0.216"",""valor_operacao"":""0.36""}"
2026-03-05,subscrição,SUBSCRICAO_DIREITO,CREDITO,SNAG12,SUNO AGRO - FIAGRO-IMOBILIARIO,NU INVEST CORRETORA DE VALORES S.A.,40,,,reduz em exercício,aumenta se exercida,altera,TRUE,FALSE,REVISAR,revisao_manual,205,05/03/2026,Direito de Subscrição,SNAG12 - SUNO AGRO - FIAGRO-IMOBILIARIO,NU INVEST CORRETORA DE VALORES S.A.,40,-,-,"{""entrada_saida"":""Credito"",""data"":""05/03/2026"",""movimentacao"":""Direito de Subscrição"",""produto"":""SNAG12 - SUNO AGRO - FIAGRO-IMOBILIARIO"",""instituicao"":""NU INVEST CORRETORA DE VALORES S.A."",""quantidade"":""40"",""preco_unitario"":"" - "",""valor_operacao"":"" - ""}"
2026-03-04,juros sobre capital próprio,JCP,CREDITO,VALE3,VALE S.A.,GENIAL INSTITUCIONAL CCTVM S.A.,3,1.57,4,aumenta,sem alteração,não altera,TRUE,TRUE,REVISAR,revisao_manual;inconsistencia_qtd_preco_valor,206,04/03/2026,Juros Sobre Capital Próprio,VALE3 - VALE S.A.,GENIAL INSTITUCIONAL CCTVM S/A,3,1.57,4,"{""entrada_saida"":""Credito"",""data"":""04/03/2026"",""movimentacao"":""Juros Sobre Capital Próprio"",""produto"":""VALE3 - VALE S.A."",""instituicao"":""GENIAL INSTITUCIONAL CCTVM S/A"",""quantidade"":""3"",""preco_unitario"":""1.57"",""valor_operacao"":""4""}"
2026-03-03,fração em ativos,FRACAO_LEILAO,CREDITO,SLCE3,SLC AGRICOLA S.A.,BANCO BTG PACTUAL S.A.,0.38,16.081,6.03,pode aumentar,ajuste de fração,pode alterar,TRUE,TRUE,REVISAR,revisao_manual;inconsistencia_qtd_preco_valor,208,03/03/2026,Leilão de Fração,SLCE3 - SLC AGRICOLA S.A.,BANCO BTG PACTUAL S/A,0.38,16.081,6.03,"{""entrada_saida"":""Credito"",""data"":""03/03/2026"",""movimentacao"":""Leilão de Fração"",""produto"":""SLCE3 - SLC AGRICOLA S.A."",""instituicao"":""BANCO BTG PACTUAL S/A"",""quantidade"":""0.38"",""preco_unitario"":""16.081"",""valor_operacao"":""6.03""}"
2026-03-02,juros sobre capital próprio,JCP,CREDITO,BBDC4,BANCO BRADESCO S.A.,GENIAL INSTITUCIONAL CCTVM S.A.,14,0.019,0.22,aumenta,sem alteração,não altera,TRUE,TRUE,REVISAR,revisao_manual;inconsistencia_qtd_preco_valor,209,02/03/2026,Juros Sobre Capital Próprio,BBDC4 - BANCO BRADESCO S/A,GENIAL INSTITUCIONAL CCTVM S/A,14,0.019,0.22,"{""entrada_saida"":""Credito"",""data"":""02/03/2026"",""movimentacao"":""Juros Sobre Capital Próprio"",""produto"":""BBDC4 - BANCO BRADESCO S/A"",""instituicao"":""GENIAL INSTITUCIONAL CCTVM S/A"",""quantidade"":""14"",""preco_unitario"":""0.019"",""valor_operacao"":""0.22""}"
2026-03-02,rendimento,RENDIMENTO,CREDITO,BBSE3,BB SEGURIDADE PARTICIPACOES S.A.,BANCO BTG PACTUAL S.A.,2,0.057,0.09,aumenta,sem alteração,não altera,TRUE,TRUE,REVISAR,revisao_manual;inconsistencia_qtd_preco_valor,211,02/03/2026,Rendimento,BBSE3 - BB SEGURIDADE PARTICIPACOES S.A.,BANCO BTG PACTUAL S/A,2,0.057,0.09,"{""entrada_saida"":""Credito"",""data"":""02/03/2026"",""movimentacao"":""Rendimento"",""produto"":""BBSE3 - BB SEGURIDADE PARTICIPACOES S.A."",""instituicao"":""BANCO BTG PACTUAL S/A"",""quantidade"":""2"",""preco_unitario"":""0.057"",""valor_operacao"":""0.09""}"
2026-03-02,atualização,ATUALIZACAO,CREDITO,PETR4,PETROLEO BRASILEIRO S.A. PETROBRAS,BANCO BTG PACTUAL S.A.,2,,,depende da liquidação,sem alteração,pode alterar base contábil,TRUE,FALSE,REVISAR,revisao_manual,213,02/03/2026,Atualização,PETR4 - PETROLEO BRASILEIRO S/A PETROBRAS,BANCO BTG PACTUAL S/A,2,-,-,"{""entrada_saida"":""Credito"",""data"":""02/03/2026"",""movimentacao"":""Atualização"",""produto"":""PETR4 - PETROLEO BRASILEIRO S/A PETROBRAS"",""instituicao"":""BANCO BTG PACTUAL S/A"",""quantidade"":""2"",""preco_unitario"":"" - "",""valor_operacao"":"" - ""}"
2026-03-02,atualização,ATUALIZACAO,CREDITO,PRIO3,PRIO S.A.,BANCO BTG PACTUAL S.A.,1,,,depende da liquidação,sem alteração,pode alterar base contábil,TRUE,FALSE,REVISAR,revisao_manual,214,02/03/2026,Atualização,PRIO3 - PRIO S.A.,BANCO BTG PACTUAL S/A,1,-,-,"{""entrada_saida"":""Credito"",""data"":""02/03/2026"",""movimentacao"":""Atualização"",""produto"":""PRIO3 - PRIO S.A."",""instituicao"":""BANCO BTG PACTUAL S/A"",""quantidade"":""1"",""preco_unitario"":"" - "",""valor_operacao"":"" - ""}"
2026-02-25,fração em ativos,FRACAO_LEILAO,CREDITO,ITSA4,ITAUSA S.A.,BANCO BTG PACTUAL S.A.,0.1,14.658,1.46,pode aumentar,ajuste de fração,pode alterar,TRUE,FALSE,REVISAR,revisao_manual,216,25/02/2026,Leilão de Fração,ITSA4 - ITAUSA S/A,BANCO BTG PACTUAL S/A,0.1,14.658,1.46,"{""entrada_saida"":""Credito"",""data"":""25/02/2026"",""movimentacao"":""Leilão de Fração"",""produto"":""ITSA4 - ITAUSA S/A"",""instituicao"":""BANCO BTG PACTUAL S/A"",""quantidade"":""0.1"",""preco_unitario"":""14.658"",""valor_operacao"":""1.46""}"
2026-02-20,juros sobre capital próprio,JCP,CREDITO,PETR4,PETROLEO BRASILEIRO S.A. PETROBRAS,BANCO BTG PACTUAL S.A.,2,0.472,0.8,aumenta,sem alteração,não altera,TRUE,TRUE,REVISAR,revisao_manual;inconsistencia_qtd_preco_valor,224,20/02/2026,Juros Sobre Capital Próprio,PETR4 - PETROLEO BRASILEIRO S/A PETROBRAS,BANCO BTG PACTUAL S/A,2,0.472,0.8,"{""entrada_saida"":""Credito"",""data"":""20/02/2026"",""movimentacao"":""Juros Sobre Capital Próprio"",""produto"":""PETR4 - PETROLEO BRASILEIRO S/A PETROBRAS"",""instituicao"":""BANCO BTG PACTUAL S/A"",""quantidade"":""2"",""preco_unitario"":""0.472"",""valor_operacao"":""0.8""}"
2026-02-19,atualização,ATUALIZACAO,CREDITO,VALE3,VALE S.A.,GENIAL INSTITUCIONAL CCTVM S.A.,3,,,depende da liquidação,sem alteração,pode alterar base contábil,TRUE,FALSE,REVISAR,revisao_manual,226,19/02/2026,Atualização,VALE3 - VALE S.A.,GENIAL INSTITUCIONAL CCTVM S/A,3,-,-,"{""entrada_saida"":""Credito"",""data"":""19/02/2026"",""movimentacao"":""Atualização"",""produto"":""VALE3 - VALE S.A."",""instituicao"":""GENIAL INSTITUCIONAL CCTVM S/A"",""quantidade"":""3"",""preco_unitario"":"" - "",""valor_operacao"":"" - ""}"
2026-02-13,juros sobre capital próprio,JCP,CREDITO,BPAC11,BANCO BTG PACTUAL S.A.,BANCO BTG PACTUAL S.A.,1,0.495,0.42,aumenta,sem alteração,não altera,TRUE,TRUE,REVISAR,revisao_manual;inconsistencia_qtd_preco_valor,229,13/02/2026,Juros Sobre Capital Próprio,BPAC11 - BANCO BTG PACTUAL S/A,BANCO BTG PACTUAL S/A,1,0.495,0.42,"{""entrada_saida"":""Credito"",""data"":""13/02/2026"",""movimentacao"":""Juros Sobre Capital Próprio"",""produto"":""BPAC11 - BANCO BTG PACTUAL S/A"",""instituicao"":""BANCO BTG PACTUAL S/A"",""quantidade"":""1"",""preco_unitario"":""0.495"",""valor_operacao"":""0.42""}"
2026-02-13,juros sobre capital próprio,JCP,CREDITO,BPAC11,BANCO BTG PACTUAL S.A.,BANCO BTG PACTUAL S.A.,1,0.148,0.12,aumenta,sem alteração,não altera,TRUE,TRUE,REVISAR,revisao_manual;inconsistencia_qtd_preco_valor,230,13/02/2026,Juros Sobre Capital Próprio,BPAC11 - BANCO BTG PACTUAL S/A,BANCO BTG PACTUAL S/A,1,0.148,0.12,"{""entrada_saida"":""Credito"",""data"":""13/02/2026"",""movimentacao"":""Juros Sobre Capital Próprio"",""produto"":""BPAC11 - BANCO BTG PACTUAL S/A"",""instituicao"":""BANCO BTG PACTUAL S/A"",""quantidade"":""1"",""preco_unitario"":""0.148"",""valor_operacao"":""0.12""}"
2026-02-04,transferência/liquidação,TRANSFERENCIA_LIQUIDACAO,CREDITO,IMAB11,IT NOW ID ETF IMA-B FUNDO DE INDICE RESPONSABILIDADE LIMITADA,BANCO BTG PACTUAL S.A.,1,109.48,109.48,depende da direção,pode alterar,pode alterar,TRUE,FALSE,REVISAR,revisao_manual,255,04/02/2026,Transferência - Liquidação,IMAB11 - IT NOW ID ETF IMA-B FUNDO DE INDICE RESPONSABILIDADE LIMITADA,BANCO BTG PACTUAL S/A,1,109.48,109.48,"{""entrada_saida"":""Credito"",""data"":""04/02/2026"",""movimentacao"":""Transferência - Liquidação"",""produto"":""IMAB11 - IT NOW ID ETF IMA-B FUNDO DE INDICE RESPONSABILIDADE LIMITADA"",""instituicao"":""BANCO BTG PACTUAL S/A"",""quantidade"":""1"",""preco_unitario"":""109.48"",""valor_operacao"":""109.48""}"
2026-02-03,direito de subscrição não exercido,SUBSCRICAO_NAO_EXERCIDA,DEBITO,CPTS12,CAPITANIA SECURITIES II FUNDO DE INVESTIMENTO IMOBILIARIO RESPONSABILIDADE LIMITADA,BANCO BTG PACTUAL S.A.,0,,,sem alteração,reduz direito,não altera,TRUE,FALSE,REVISAR,revisao_manual,257,03/02/2026,Direitos de Subscrição - Não Exercido,CPTS12 - CAPITANIA SECURITIES II FUNDO DE INVESTIMENTO IMOBILIARIO RESPONSABILIDADE LIMITADA,BANCO BTG PACTUAL S/A,0,-,-,"{""entrada_saida"":""Debito"",""data"":""03/02/2026"",""movimentacao"":""Direitos de Subscrição - Não Exercido"",""produto"":""CPTS12 - CAPITANIA SECURITIES II FUNDO DE INVESTIMENTO IMOBILIARIO RESPONSABILIDADE LIMITADA"",""instituicao"":""BANCO BTG PACTUAL S/A"",""quantidade"":""0"",""preco_unitario"":"" - "",""valor_operacao"":"" - ""}"
2026-02-03,direito de subscrição não exercido,SUBSCRICAO_NAO_EXERCIDA,DEBITO,CPTS12,CAPITANIA SECURITIES II FUNDO DE INVESTIMENTO IMOBILIARIO RESPONSABILIDADE LIMITADA,NU INVEST CORRETORA DE VALORES S.A.,0,,,sem alteração,reduz direito,não altera,TRUE,FALSE,REVISAR,revisao_manual,258,03/02/2026,Direitos de Subscrição - Não Exercido,CPTS12 - CAPITANIA SECURITIES II FUNDO DE INVESTIMENTO IMOBILIARIO RESPONSABILIDADE LIMITADA,NU INVEST CORRETORA DE VALORES S.A.,0,-,-,"{""entrada_saida"":""Debito"",""data"":""03/02/2026"",""movimentacao"":""Direitos de Subscrição - Não Exercido"",""produto"":""CPTS12 - CAPITANIA SECURITIES II FUNDO DE INVESTIMENTO IMOBILIARIO RESPONSABILIDADE LIMITADA"",""instituicao"":""NU INVEST CORRETORA DE VALORES S.A."",""quantidade"":""0"",""preco_unitario"":"" - "",""valor_operacao"":"" - ""}"
2026-02-03,fração em ativos,FRACAO,DEBITO,ITUB4,ITAU UNIBANCO HOLDING S.A,BANCO BTG PACTUAL S.A.,0.03,,,pode aumentar,ajuste de fração,pode alterar,TRUE,FALSE,REVISAR,revisao_manual,259,03/02/2026,Fração em Ativos,ITUB4 - ITAU UNIBANCO HOLDING S.A,BANCO BTG PACTUAL S/A,0.03,-,-,"{""entrada_saida"":""Debito"",""data"":""03/02/2026"",""movimentacao"":""Fração em Ativos"",""produto"":""ITUB4 - ITAU UNIBANCO HOLDING S.A"",""instituicao"":""BANCO BTG PACTUAL S/A"",""quantidade"":""0.03"",""preco_unitario"":"" - "",""valor_operacao"":"" - ""}"
2026-02-03,fração em ativos,FRACAO,DEBITO,SLCE3,SLC AGRICOLA S.A.,BANCO BTG PACTUAL S.A.,0.38,,,pode aumentar,ajuste de fração,pode alterar,TRUE,FALSE,REVISAR,revisao_manual,260,03/02/2026,Fração em Ativos,SLCE3 - SLC AGRICOLA S.A.,BANCO BTG PACTUAL S/A,0.38,-,-,"{""entrada_saida"":""Debito"",""data"":""03/02/2026"",""movimentacao"":""Fração em Ativos"",""produto"":""SLCE3 - SLC AGRICOLA S.A."",""instituicao"":""BANCO BTG PACTUAL S/A"",""quantidade"":""0.38"",""preco_unitario"":"" - "",""valor_operacao"":"" - ""}"
2026-02-02,juros sobre capital próprio,JCP,CREDITO,BBDC4,BANCO BRADESCO S.A.,GENIAL INSTITUCIONAL CCTVM S.A.,14,0.019,0.22,aumenta,sem alteração,não altera,TRUE,TRUE,REVISAR,revisao_manual;inconsistencia_qtd_preco_valor,261,02/02/2026,Juros Sobre Capital Próprio,BBDC4 - BANCO BRADESCO S/A,GENIAL INSTITUCIONAL CCTVM S/A,14,0.019,0.22,"{""entrada_saida"":""Credito"",""data"":""02/02/2026"",""movimentacao"":""Juros Sobre Capital Próprio"",""produto"":""BBDC4 - BANCO BRADESCO S/A"",""instituicao"":""GENIAL INSTITUCIONAL CCTVM S/A"",""quantidade"":""14"",""preco_unitario"":""0.019"",""valor_operacao"":""0.22""}"
2026-02-02,direito de subscrição não exercido,SUBSCRICAO_NAO_EXERCIDA,DEBITO,BMEB1,BCO MERCANTIL DO BRASIL S.A.,BANCO BTG PACTUAL S.A.,0,,,sem alteração,reduz direito,não altera,TRUE,FALSE,REVISAR,revisao_manual,262,02/02/2026,Direitos de Subscrição - Não Exercido,BMEB1 - BCO MERCANTIL DO BRASIL S/A,BANCO BTG PACTUAL S/A,0,-,-,"{""entrada_saida"":""Debito"",""data"":""02/02/2026"",""movimentacao"":""Direitos de Subscrição - Não Exercido"",""produto"":""BMEB1 - BCO MERCANTIL DO BRASIL S/A"",""instituicao"":""BANCO BTG PACTUAL S/A"",""quantidade"":""0"",""preco_unitario"":"" - "",""valor_operacao"":"" - ""}"
2026-02-02,cessão de direitos,CESSAO_DIREITOS,CREDITO,CPTS12,CAPITANIA SECURITIES II FUNDO DE INVESTIMENTO IMOBILIARIO RESPONSABILIDADE LIMITADA,NU INVEST CORRETORA DE VALORES S.A.,26,,,depende da operação,altera direitos,pode alterar,TRUE,FALSE,REVISAR,revisao_manual,263,02/02/2026,Cessão de Direitos,CPTS12 - CAPITANIA SECURITIES II FUNDO DE INVESTIMENTO IMOBILIARIO RESPONSABILIDADE LIMITADA,NU INVEST CORRETORA DE VALORES S.A.,26,-,-,"{""entrada_saida"":""Credito"",""data"":""02/02/2026"",""movimentacao"":""Cessão de Direitos"",""produto"":""CPTS12 - CAPITANIA SECURITIES II FUNDO DE INVESTIMENTO IMOBILIARIO RESPONSABILIDADE LIMITADA"",""instituicao"":""NU INVEST CORRETORA DE VALORES S.A."",""quantidade"":""26"",""preco_unitario"":"" - "",""valor_operacao"":"" - ""}"
